"Time","sum(rate(container_network_receive_packets_total{container=""POD"", interface=""net2"", job=""kubelet"", pod=~""oai-spgwu.*"",namespace=""oai""}[1m]))

"
2022-07-24 19:03:30,492
2022-07-24 19:03:45,492
2022-07-24 19:04:00,544
2022-07-24 19:04:15,544
2022-07-24 19:04:30,452
2022-07-24 19:04:45,452
2022-07-24 19:05:00,392
2022-07-24 19:05:15,392
2022-07-24 19:05:30,419
2022-07-24 19:05:45,419
2022-07-24 19:06:00,380
2022-07-24 19:06:15,380
2022-07-24 19:06:30,408
2022-07-24 19:06:45,408
2022-07-24 19:07:00,409
2022-07-24 19:07:15,409
2022-07-24 19:07:30,349
2022-07-24 19:07:45,349
2022-07-24 19:08:00,410
2022-07-24 19:08:15,410
2022-07-24 19:08:30,300
2022-07-24 19:08:45,300
2022-07-24 19:09:00,249
2022-07-24 19:09:15,249
2022-07-24 19:09:30,240
2022-07-24 19:09:45,240
2022-07-24 19:10:00,208
2022-07-24 19:10:15,208
2022-07-24 19:10:30,221
2022-07-24 19:10:45,221
2022-07-24 19:11:00,199
2022-07-24 19:11:15,199
2022-07-24 19:11:30,175
2022-07-24 19:11:45,175
2022-07-24 19:12:00,162
2022-07-24 19:12:15,162
2022-07-24 19:12:30,167
2022-07-24 19:12:45,167
2022-07-24 19:13:00,156
2022-07-24 19:13:15,156
2022-07-24 19:13:30,137
2022-07-24 19:13:45,137
2022-07-24 19:14:00,161
2022-07-24 19:14:15,161
2022-07-24 19:14:30,177
2022-07-24 19:14:45,177
2022-07-24 19:15:00,183
2022-07-24 19:15:15,183
2022-07-24 19:15:30,196
2022-07-24 19:15:45,196
2022-07-24 19:16:00,301
2022-07-24 19:16:15,301
2022-07-24 19:16:30,308
2022-07-24 19:16:45,308
2022-07-24 19:17:00,469
2022-07-24 19:17:15,469
2022-07-24 19:17:30,422
2022-07-24 19:17:45,422
2022-07-24 19:18:00,519
2022-07-24 19:18:15,519
2022-07-24 19:18:30,460
2022-07-24 19:18:45,460
2022-07-24 19:19:00,516
2022-07-24 19:19:15,516
2022-07-24 19:19:30,519
2022-07-24 19:19:45,519
2022-07-24 19:20:00,484
2022-07-24 19:20:15,484
2022-07-24 19:20:30,526
2022-07-24 19:20:45,526
2022-07-24 19:21:00,569
2022-07-24 19:21:15,569
2022-07-24 19:21:30,524
2022-07-24 19:21:45,524
2022-07-24 19:22:00,568
2022-07-24 19:22:15,568
2022-07-24 19:22:30,595
2022-07-24 19:22:45,595
2022-07-24 19:23:00,564
2022-07-24 19:23:15,564
2022-07-24 19:23:30,617
2022-07-24 19:23:45,617
2022-07-24 19:24:00,474
2022-07-24 19:24:15,474
2022-07-24 19:24:30,561
2022-07-24 19:24:45,561
2022-07-24 19:25:00,497
2022-07-24 19:25:15,497
2022-07-24 19:25:30,573
2022-07-24 19:25:45,573
2022-07-24 19:26:00,486
2022-07-24 19:26:15,486
2022-07-24 19:26:30,510
2022-07-24 19:26:45,511
2022-07-24 19:27:00,426
2022-07-24 19:27:15,426
2022-07-24 19:27:30,543
2022-07-24 19:27:45,543
2022-07-24 19:28:00,478
2022-07-24 19:28:15,478
2022-07-24 19:28:30,403
2022-07-24 19:28:45,403
2022-07-24 19:29:00,418
2022-07-24 19:29:15,418
2022-07-24 19:29:30,460
2022-07-24 19:29:45,460
2022-07-24 19:30:00,451
2022-07-24 19:30:15,451
2022-07-24 19:30:30,401
2022-07-24 19:30:45,401
2022-07-24 19:31:00,383
2022-07-24 19:31:15,383
2022-07-24 19:31:30,340
2022-07-24 19:31:45,340
2022-07-24 19:32:00,379
2022-07-24 19:32:15,379
2022-07-24 19:32:30,367
2022-07-24 19:32:45,367
2022-07-24 19:33:00,310
2022-07-24 19:33:15,310
2022-07-24 19:33:30,318
2022-07-24 19:33:45,318
2022-07-24 19:34:00,259
2022-07-24 19:34:15,259
2022-07-24 19:34:30,257
2022-07-24 19:34:45,257
2022-07-24 19:35:00,243
2022-07-24 19:35:15,243
2022-07-24 19:35:30,224
2022-07-24 19:35:45,224
2022-07-24 19:36:00,183
2022-07-24 19:36:15,183
2022-07-24 19:36:30,191
2022-07-24 19:36:45,191
2022-07-24 19:37:00,194
2022-07-24 19:37:15,194
2022-07-24 19:37:30,217
2022-07-24 19:37:45,217
2022-07-24 19:38:00,153
2022-07-24 19:38:15,153
2022-07-24 19:38:30,166
2022-07-24 19:38:45,166
2022-07-24 19:39:00,209
2022-07-24 19:39:15,209
2022-07-24 19:39:30,168
2022-07-24 19:39:45,168
2022-07-24 19:40:00,188
2022-07-24 19:40:15,188
2022-07-24 19:40:30,290
2022-07-24 19:40:45,290
2022-07-24 19:41:00,269
2022-07-24 19:41:15,269
2022-07-24 19:41:30,373
2022-07-24 19:41:45,373
2022-07-24 19:42:00,393
2022-07-24 19:42:15,393
2022-07-24 19:42:30,471
2022-07-24 19:42:45,471
2022-07-24 19:43:00,465
2022-07-24 19:43:15,465
2022-07-24 19:43:30,409
2022-07-24 19:43:45,409
2022-07-24 19:44:00,444
2022-07-24 19:44:15,444
2022-07-24 19:44:30,540
2022-07-24 19:44:45,540
2022-07-24 19:45:00,498
2022-07-24 19:45:15,498
2022-07-24 19:45:30,527
2022-07-24 19:45:45,527
2022-07-24 19:46:00,519
2022-07-24 19:46:15,519
2022-07-24 19:46:30,522
2022-07-24 19:46:45,522
2022-07-24 19:47:00,450
2022-07-24 19:47:15,450
2022-07-24 19:47:30,588
2022-07-24 19:47:45,588
2022-07-24 19:48:00,488
2022-07-24 19:48:15,488
2022-07-24 19:48:30,469
2022-07-24 19:48:45,469
2022-07-24 19:49:00,512
2022-07-24 19:49:15,512
2022-07-24 19:49:30,486
2022-07-24 19:49:45,486
2022-07-24 19:50:00,487
2022-07-24 19:50:15,487
2022-07-24 19:50:30,457
2022-07-24 19:50:45,457
2022-07-24 19:51:00,487
2022-07-24 19:51:15,487
2022-07-24 19:51:30,606
2022-07-24 19:51:45,606
2022-07-24 19:52:00,587
2022-07-24 19:52:15,587
2022-07-24 19:52:30,460
2022-07-24 19:52:45,460
2022-07-24 19:53:00,555
2022-07-24 19:53:15,555
2022-07-24 19:53:30,348
2022-07-24 19:53:45,348
2022-07-24 19:54:00,457
2022-07-24 19:54:15,457
2022-07-24 19:54:30,392
2022-07-24 19:54:45,392
2022-07-24 19:55:00,434
2022-07-24 19:55:15,434
2022-07-24 19:55:30,376
2022-07-24 19:55:45,376
2022-07-24 19:56:00,456
2022-07-24 19:56:15,456
2022-07-24 19:56:30,355
2022-07-24 19:56:45,356
2022-07-24 19:57:00,300
2022-07-24 19:57:15,300
2022-07-24 19:57:30,282
2022-07-24 19:57:45,282
2022-07-24 19:58:00,261
2022-07-24 19:58:15,261
2022-07-24 19:58:30,265
2022-07-24 19:58:45,265
2022-07-24 19:59:00,223
2022-07-24 19:59:15,223
2022-07-24 19:59:30,190
2022-07-24 19:59:45,190
2022-07-24 20:00:00,185
2022-07-24 20:00:15,185
2022-07-24 20:00:30,182
2022-07-24 20:00:45,182
2022-07-24 20:01:00,166
2022-07-24 20:01:15,166
2022-07-24 20:01:30,174
2022-07-24 20:01:45,174
2022-07-24 20:02:00,170
2022-07-24 20:02:15,170
2022-07-24 20:02:30,177
2022-07-24 20:02:45,177
2022-07-24 20:03:00,137
2022-07-24 20:03:15,137
2022-07-24 20:03:30,167
2022-07-24 20:03:45,167
2022-07-24 20:04:00,174
2022-07-24 20:04:15,174
2022-07-24 20:04:30,194
2022-07-24 20:04:45,194
2022-07-24 20:05:00,260
2022-07-24 20:05:15,260
2022-07-24 20:05:30,317
2022-07-24 20:05:45,317
2022-07-24 20:06:00,331
2022-07-24 20:06:15,331
2022-07-24 20:06:30,426
2022-07-24 20:06:45,426
2022-07-24 20:07:00,489
2022-07-24 20:07:15,489
2022-07-24 20:07:30,346
2022-07-24 20:07:45,346
2022-07-24 20:08:00,463
2022-07-24 20:08:15,463
2022-07-24 20:08:30,505
2022-07-24 20:08:45,505
2022-07-24 20:09:00,460
2022-07-24 20:09:15,460
2022-07-24 20:09:30,519
2022-07-24 20:09:45,519
2022-07-24 20:10:00,530
2022-07-24 20:10:15,530
2022-07-24 20:10:30,465
2022-07-24 20:10:45,465
2022-07-24 20:11:00,530
2022-07-24 20:11:15,530
2022-07-24 20:11:30,536
2022-07-24 20:11:45,536
2022-07-24 20:12:00,567
2022-07-24 20:12:15,567
2022-07-24 20:12:30,585
2022-07-24 20:12:45,585
2022-07-24 20:13:00,530
2022-07-24 20:13:15,531
2022-07-24 20:13:30,546
2022-07-24 20:13:45,546
2022-07-24 20:14:00,506
2022-07-24 20:14:15,506
2022-07-24 20:14:30,497
2022-07-24 20:14:45,497
2022-07-24 20:15:00,689
2022-07-24 20:15:15,689
2022-07-24 20:15:30,437
2022-07-24 20:15:45,437
2022-07-24 20:16:00,477
2022-07-24 20:16:15,477
2022-07-24 20:16:30,428
2022-07-24 20:16:45,428
2022-07-24 20:17:00,446
2022-07-24 20:17:15,446
2022-07-24 20:17:30,481
2022-07-24 20:17:45,481
2022-07-24 20:18:00,508
2022-07-24 20:18:15,508
2022-07-24 20:18:30,414
2022-07-24 20:18:45,414
2022-07-24 20:19:00,412
2022-07-24 20:19:15,412
2022-07-24 20:19:30,375
2022-07-24 20:19:45,375
2022-07-24 20:20:00,391
2022-07-24 20:20:15,391
2022-07-24 20:20:30,369
2022-07-24 20:20:45,369
2022-07-24 20:21:00,327
2022-07-24 20:21:15,327
2022-07-24 20:21:30,334
2022-07-24 20:21:45,335
2022-07-24 20:22:00,182
2022-07-24 20:22:15,182
2022-07-24 20:22:30,2.50

